file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120106_www.polskatimes.pl_31ac5f642b68c14138884effb214fb8a05fcf9f7c1603fe6ba164260	5.77	3.00	79.37	0.00	0.00	0.00	250	8097	65	0	13	14
20111121_www.we-dwoje.pl_154a610a3383e8e01d82a83b0cf2197caa632d5489dbaa9f9c88cb79	12.51	6.73	88.58	40.00	50.00	33.33	225	3117	29	1	1	2
20111207_goodcontents.net_6ddd653138b9ebef2c8b3eea220ac17362418304e9c47f22c2af8e3b	10.31	5.46	92.02	22.22	22.22	22.22	438	7581	38	2	7	7
20120104_www.rmf24.pl_f855b922968bad3aad3e602bffd0cf52f85e6310bcdccac4cc775317	5.34	2.77	79.28	17.65	11.11	42.86	176	6189	46	3	24	4
20120106_www.rmf24.pl_34a0ef2da5dcfb5d6d5a2d92d422be3a6790a18ad0d14da9fcf7ca92	5.29	2.73	82.87	15.79	10.34	33.33	179	6374	37	3	26	6
20120106_wiadomosci.wp.pl_ede986dfb9ea0b055d421da8312cfe5c2cd21935ccb0240974bba0c4	6.13	3.20	71.83	0.00	0.00	0.00	283	8554	111	0	53	11
20120105_www.we-dwoje.pl_c01670d8a62d698b25c176b409cc69b0d05056996f2b35bfd3b7738c	6.58	3.65	33.43	14.29	33.33	9.09	116	3063	231	1	2	10
20120104_konflikty.wp.pl_9a78872b1c09726ea2c9b2f6559dbb919f5b69bc9449cebe8c6b4b56	6.88	3.62	68.26	0.00	0.00	0.00	157	4176	73	0	31	7
20111121_www.we-dwoje.pl_90fd77bec50630920fd87cff4acd69ed5b7a1b8418e2c9faa241d4cb	24.30	14.01	91.64	42.11	30.77	66.67	493	3026	45	4	9	2
20120105_www.we-dwoje.pl_237edd4512d0f575aa102193c6c5a79fa85feecaf1fdb795baf6ab8f	12.00	6.55	71.53	42.42	87.50	28.00	211	3010	84	7	1	18
20111121_www.biolog.pl_ad43bdfd510235776032186fb8f9bb28045ad3cd3a2bd8e2013a4bf2	38.56	24.89	85.54	27.03	19.23	45.45	497	1500	84	5	21	6
20111209_www.biolog.pl_0c40e93d3207fc5816cd35434625bd3e90d3c72be9e6c00b4b277958	17.61	9.83	84.74	9.09	5.56	25.00	161	1477	29	1	17	3
20120106_gornictwo.wnp.pl_ce7890f66595a7f70346d99ea27485f04690fc1ceba63aceeaf0b0ca	6.01	3.14	70.00	0.00	0.00	0.00	280	8635	120	0	107	14
20120106_biznes.interia.pl_9a6726be57cae3560f578c7b15519ddb4fb7b474fdcddd62a38534aa	15.88	8.81	80.15	48.00	40.00	60.00	327	3384	81	6	9	4
